creado,texto_es,texto_en,polaridad,valor_polaridad,ubicacion_usuario,terminos_2, terminos_3
2019-08-20 13:27:10,no conduzca su vehículo con llantas en mal estado. evite accidentes y ser sancionado.,do not drive your vehicle with tires in poor condition avoid accidents and be penalized,negativo,-0.4,,no_conduzca conduzca_su su_vehculo vehculo_con con_llantas llantas_en en_mal mal_estado estado_evite evite_accidentes accidentes_y y_ser ser_sancionado,no_conduzca_su conduzca_su_vehculo su_vehculo_con vehculo_con_llantas con_llantas_en llantas_en_mal en_mal_estado mal_estado_evite estado_evite_accidentes evite_accidentes_y accidentes_y_ser y_ser_sancionado
2019-08-20 13:23:13,como dice hemos caído en las mismas prácticas. pero ahí quedaron las respuestas que venía dando el sr alcalde hasta que desde cuenta oficial desmienten su versión. ahora tal ves dirán que no estaban de turno pero no son los únicos funcionarios que estuvieron,as he says we have fallen into the same practices but there were the answers that the mayor is giving until from official account they deny his version now maybe you will say that they were not on duty but they are not the only officials who were,neutral,0.0,Azuay Ecuador,como_dice dice_hemos hemos_cado cado_en en_las las_mismas mismas_prcticas prcticas_pero pero_ah ah_quedaron quedaron_las las_respuestas respuestas_que que_vena vena_dando dando_el el_sr sr_alcalde alcalde_hasta hasta_que que_desde desde_cuenta cuenta_oficial oficial_desmienten desmienten_su su_versin versin_ahora ahora_tal tal_ves ves_dirn dirn_que que_no no_estaban estaban_de de_turno turno_pero pero_no no_son son_los los_nicos nicos_funcionarios funcionarios_que que_estuvieron,como_dice_hemos dice_hemos_cado hemos_cado_en cado_en_las en_las_mismas las_mismas_prcticas mismas_prcticas_pero prcticas_pero_ah pero_ah_quedaron ah_quedaron_las quedaron_las_respuestas las_respuestas_que respuestas_que_vena que_vena_dando vena_dando_el dando_el_sr el_sr_alcalde sr_alcalde_hasta alcalde_hasta_que hasta_que_desde que_desde_cuenta desde_cuenta_oficial cuenta_oficial_desmienten oficial_desmienten_su desmienten_su_versin su_versin_ahora versin_ahora_tal ahora_tal_ves tal_ves_dirn ves_dirn_que dirn_que_no que_no_estaban no_estaban_de estaban_de_turno de_turno_pero turno_pero_no pero_no_son no_son_los son_los_nicos los_nicos_funcionarios nicos_funcionarios_que funcionarios_que_estuvieron
2019-08-20 12:36:07,estimado alcalde pedrito yo aún creo en usted y deseo q sus acciones sigan encaminadas al beneficio de nuestra ciudad. le recuerdo que aún hay funcionarios q no cumplen con su gestión y que deja un mal sabor de boca al caer en las mismas prácticas de la administración anterior,Dear Mayor Pedrito I still believe in you and wish that your actions continue to benefit our city I remind you that there are still officials who do not comply with their management and leave a bad taste when they fall into the same practices of the previous administration,negativo,-0.2888888888888888,Ecuador,estimado_alcalde alcalde_pedrito pedrito_yo yo_an an_creo creo_en en_usted usted_y y_deseo deseo_q q_sus sus_acciones acciones_sigan sigan_encaminadas encaminadas_al al_beneficio beneficio_de de_nuestra nuestra_ciudad ciudad_le le_recuerdo recuerdo_que que_an an_hay hay_funcionarios funcionarios_q q_no no_cumplen cumplen_con con_su su_gestin gestin_y y_que que_deja deja_un un_mal mal_sabor sabor_de de_boca boca_al al_caer caer_en en_las las_mismas mismas_prcticas prcticas_de de_la la_administracin administracin_anterior,estimado_alcalde_pedrito alcalde_pedrito_yo pedrito_yo_an yo_an_creo an_creo_en creo_en_usted en_usted_y usted_y_deseo y_deseo_q deseo_q_sus q_sus_acciones sus_acciones_sigan acciones_sigan_encaminadas sigan_encaminadas_al encaminadas_al_beneficio al_beneficio_de beneficio_de_nuestra de_nuestra_ciudad nuestra_ciudad_le ciudad_le_recuerdo le_recuerdo_que recuerdo_que_an que_an_hay an_hay_funcionarios hay_funcionarios_q funcionarios_q_no q_no_cumplen no_cumplen_con cumplen_con_su con_su_gestin su_gestin_y gestin_y_que y_que_deja que_deja_un deja_un_mal un_mal_sabor mal_sabor_de sabor_de_boca de_boca_al boca_al_caer al_caer_en caer_en_las en_las_mismas las_mismas_prcticas mismas_prcticas_de prcticas_de_la de_la_administracin la_administracin_anterior
2019-08-20 12:17:03,nos respalda por cobro indebidos de la banca?,supports us for improper collection of the bank,neutral,0.0,Cuenca Ecuador,nos_respalda respalda_por por_cobro cobro_indebidos indebidos_de de_la la_banca,nos_respalda_por respalda_por_cobro por_cobro_indebidos cobro_indebidos_de indebidos_de_la de_la_banca
2019-08-20 12:16:02,dgrtips 👇🏻 ¿estas preparado ante un sismo? 🧐 no olvides recordar lo siguiente: trabajamosenprevención,dgrtips are prepared before an earthquake do not forget to remember the following work in prevention,neutral,0.0,Cuenca Ecuador,dgrtips_estas estas_preparado preparado_ante ante_un un_sismo sismo_no no_olvides olvides_recordar recordar_lo lo_siguiente siguiente_trabajamosenprevencin,dgrtips_estas_preparado estas_preparado_ante preparado_ante_un ante_un_sismo un_sismo_no sismo_no_olvides no_olvides_recordar olvides_recordar_lo recordar_lo_siguiente lo_siguiente_trabajamosenprevencin
2019-08-20 12:10:10,acompañamos a  en sistema radial del sur.,we accompany in southern radial system,neutral,0.0,,acompaamos_a a_en en_sistema sistema_radial radial_del del_sur,acompaamos_a_en a_en_sistema en_sistema_radial sistema_radial_del radial_del_sur
2019-08-20 12:03:10,y esto? así le tiene a solo con mentiras y si fueron muchos empleados a respaldarle por miedo de perder el puesto ya no se queje de administraciones anteriores y haga algo por cuenca,and this is what he has only with lies and if there were many employees to support him for fear of losing his position he no longer complains about previous administrations and does something for the basin,positivo,0.11111111111111112,,y_esto esto_as as_le le_tiene tiene_a a_solo solo_con con_mentiras mentiras_y y_si si_fueron fueron_muchos muchos_empleados empleados_a a_respaldarle respaldarle_por por_miedo miedo_de de_perder perder_el el_puesto puesto_ya ya_no no_se se_queje queje_de de_administraciones administraciones_anteriores anteriores_y y_haga haga_algo algo_por por_cuenca,y_esto_as esto_as_le as_le_tiene le_tiene_a tiene_a_solo a_solo_con solo_con_mentiras con_mentiras_y mentiras_y_si y_si_fueron si_fueron_muchos fueron_muchos_empleados muchos_empleados_a empleados_a_respaldarle a_respaldarle_por respaldarle_por_miedo por_miedo_de miedo_de_perder de_perder_el perder_el_puesto el_puesto_ya puesto_ya_no ya_no_se no_se_queje se_queje_de queje_de_administraciones de_administraciones_anteriores administraciones_anteriores_y anteriores_y_haga y_haga_algo haga_algo_por algo_por_cuenca
2019-08-20 11:51:44,los mercados no ha cambiado nada siguen los mismo problemas y abusos alcoholismo drogas prostitucion no se que cambio hablan.,the markets have not changed anything follow the same problems and abuses alcoholism drugs prostitution do not know what change they speak,neutral,0.0,Cuenca Ecuador,los_mercados mercados_no no_ha ha_cambiado cambiado_nada nada_siguen siguen_los los_mismo mismo_problemas problemas_y y_abusos abusos_alcoholismo alcoholismo_drogas drogas_prostitucion prostitucion_no no_se se_que que_cambio cambio_hablan,los_mercados_no mercados_no_ha no_ha_cambiado ha_cambiado_nada cambiado_nada_siguen nada_siguen_los siguen_los_mismo los_mismo_problemas mismo_problemas_y problemas_y_abusos y_abusos_alcoholismo abusos_alcoholismo_drogas alcoholismo_drogas_prostitucion drogas_prostitucion_no prostitucion_no_se no_se_que se_que_cambio que_cambio_hablan
2019-08-20 11:47:25,buen día. contamos con la presencia de act en diferentes sectores de la ciudad.,good day we have the presence of act in different sectors of the city,positivo,0.35,,buen_da da_contamos contamos_con con_la la_presencia presencia_de de_act act_en en_diferentes diferentes_sectores sectores_de de_la la_ciudad,buen_da_contamos da_contamos_con contamos_con_la con_la_presencia la_presencia_de presencia_de_act de_act_en act_en_diferentes en_diferentes_sectores diferentes_sectores_de sectores_de_la de_la_ciudad
2019-08-20 11:09:36,q obras q trabajo 100 días sin hacr nada eso es trabajo ????,what works i work 100 days without doing anything thats work,neutral,0.0,,q_obras obras_q q_trabajo trabajo_100 100_das das_sin sin_hacr hacr_nada nada_eso eso_es es_trabajo,q_obras_q obras_q_trabajo q_trabajo_100 trabajo_100_das 100_das_sin das_sin_hacr sin_hacr_nada hacr_nada_eso nada_eso_es eso_es_trabajo
2019-08-20 10:20:20,dudo que el nuevo ministro sepa de qué se trata,I doubt that the new minister knows what it is,positivo,0.13636363636363635,,dudo_que que_el el_nuevo nuevo_ministro ministro_sepa sepa_de de_qu qu_se se_trata,dudo_que_el que_el_nuevo el_nuevo_ministro nuevo_ministro_sepa ministro_sepa_de sepa_de_qu de_qu_se qu_se_trata
2019-08-20 07:15:39,miles de ciudadanos marcharon en respaldo a la gestión del . pedro palacios.,thousands of citizens marched in support of the management of Pedro Palacios,neutral,0.0,ECUADOR,miles_de de_ciudadanos ciudadanos_marcharon marcharon_en en_respaldo respaldo_a a_la la_gestin gestin_del del_pedro pedro_palacios,miles_de_ciudadanos de_ciudadanos_marcharon ciudadanos_marcharon_en marcharon_en_respaldo en_respaldo_a respaldo_a_la a_la_gestin la_gestin_del gestin_del_pedro del_pedro_palacios
2019-08-20 06:47:15,las vias de tienen tantos baches como venezolanos en los semaforos esperamos ver cambios en lo proximos 100 dias,the roads have as many potholes as Venezuelans in the traffic lights we hope to see changes in the next 100 days,positivo,0.25,,las_vias vias_de de_tienen tienen_tantos tantos_baches baches_como como_venezolanos venezolanos_en en_los los_semaforos semaforos_esperamos esperamos_ver ver_cambios cambios_en en_lo lo_proximos proximos_100 100_dias,las_vias_de vias_de_tienen de_tienen_tantos tienen_tantos_baches tantos_baches_como baches_como_venezolanos como_venezolanos_en venezolanos_en_los en_los_semaforos los_semaforos_esperamos semaforos_esperamos_ver esperamos_ver_cambios ver_cambios_en cambios_en_lo en_lo_proximos lo_proximos_100 proximos_100_dias
2019-08-20 05:02:30,precioso,beautiful,positivo,0.85,Cuenca Ecuador,,
2019-08-20 04:38:07,marcha de respaldo al unida al cumplirse 💯 días de administración. gracias 97sobre100 y esto recién empieza. “💯 días 💯 realidades”,backup march to the United when administration is fulfilled thanks 97sobre100 and this just begins realities,positivo,0.2,CUENCAECUADOR,marcha_de de_respaldo respaldo_al al_unida unida_al al_cumplirse cumplirse_das das_de de_administracin administracin_gracias gracias_97sobre100 97sobre100_y y_esto esto_recin recin_empieza empieza_das das_realidades,marcha_de_respaldo de_respaldo_al respaldo_al_unida al_unida_al unida_al_cumplirse al_cumplirse_das cumplirse_das_de das_de_administracin de_administracin_gracias administracin_gracias_97sobre100 gracias_97sobre100_y 97sobre100_y_esto y_esto_recin esto_recin_empieza recin_empieza_das empieza_das_realidades
2019-08-20 04:01:32,cuenca: termina la jornada de este lunes en el mundialitodelospobres🏆con el resultado final ⚽️ el vecino 12🥅 ⚽️ fátima 0🥅 elequipoganador,Cuenca ends the day this Monday at the World Cup of the poor with the final result the neighbor 12 ftima 0 the team,negativo,-0.2,Cuenca Ecuador,cuenca_termina termina_la la_jornada jornada_de de_este este_lunes lunes_en en_el el_mundialitodelospobrescon mundialitodelospobrescon_el el_resultado resultado_final final_el el_vecino vecino_12 12_ftima ftima_0 0_elequipoganador,cuenca_termina_la termina_la_jornada la_jornada_de jornada_de_este de_este_lunes este_lunes_en lunes_en_el en_el_mundialitodelospobrescon el_mundialitodelospobrescon_el mundialitodelospobrescon_el_resultado el_resultado_final resultado_final_el final_el_vecino el_vecino_12 vecino_12_ftima 12_ftima_0 ftima_0_elequipoganador
2019-08-20 04:01:12,que lindo que escribe  👍👍 no lo pudo decir mejor 👍👍 atención people d twitter  mejor le planteo cambiar al director de comunicación al gerente de emuvi y al gerente de emov 100 días es su vara  juro lo aplaudiré alcalde,how nice you write could not say better attention people d twitter better I propose to change the director of communication to the emuvi manager and the 100 days emov manager is his rod I swear to applaud mayor,positivo,0.5333333333333333,Cuenca,que_lindo lindo_que que_escribe escribe_no no_lo lo_pudo pudo_decir decir_mejor mejor_atencin atencin_people people_d d_twitter twitter_mejor mejor_le le_planteo planteo_cambiar cambiar_al al_director director_de de_comunicacin comunicacin_al al_gerente gerente_de de_emuvi emuvi_y y_al al_gerente gerente_de de_emov emov_100 100_das das_es es_su su_vara vara_juro juro_lo lo_aplaudir aplaudir_alcalde,que_lindo_que lindo_que_escribe que_escribe_no escribe_no_lo no_lo_pudo lo_pudo_decir pudo_decir_mejor decir_mejor_atencin mejor_atencin_people atencin_people_d people_d_twitter d_twitter_mejor twitter_mejor_le mejor_le_planteo le_planteo_cambiar planteo_cambiar_al cambiar_al_director al_director_de director_de_comunicacin de_comunicacin_al comunicacin_al_gerente al_gerente_de gerente_de_emuvi de_emuvi_y emuvi_y_al y_al_gerente al_gerente_de gerente_de_emov de_emov_100 emov_100_das 100_das_es das_es_su es_su_vara su_vara_juro vara_juro_lo juro_lo_aplaudir lo_aplaudir_alcalde
2019-08-20 03:45:13,poner órden en los parques personas q salen con su perro sin collar y les sueltan; adultos y corren el riesgo de ser mordidos; el animalito no tiene la culpa culpa tienen dueños q ni se percatan por estar en el celular. cuenca,put rden in the parks people who go out with their dog without a collar and release adults and run the risk of being bitten the little animal is not to blame they have owners who do not even realize they are in the cell,negativo,-0.1875,Cuenca  Ecuador,poner_rden rden_en en_los los_parques parques_personas personas_q q_salen salen_con con_su su_perro perro_sin sin_collar collar_y y_les les_sueltan sueltan_adultos adultos_y y_corren corren_el el_riesgo riesgo_de de_ser ser_mordidos mordidos_el el_animalito animalito_no no_tiene tiene_la la_culpa culpa_culpa culpa_tienen tienen_dueos dueos_q q_ni ni_se se_percatan percatan_por por_estar estar_en en_el el_celular celular_cuenca,poner_rden_en rden_en_los en_los_parques los_parques_personas parques_personas_q personas_q_salen q_salen_con salen_con_su con_su_perro su_perro_sin perro_sin_collar sin_collar_y collar_y_les y_les_sueltan les_sueltan_adultos sueltan_adultos_y adultos_y_corren y_corren_el corren_el_riesgo el_riesgo_de riesgo_de_ser de_ser_mordidos ser_mordidos_el mordidos_el_animalito el_animalito_no animalito_no_tiene no_tiene_la tiene_la_culpa la_culpa_culpa culpa_culpa_tienen culpa_tienen_dueos tienen_dueos_q dueos_q_ni q_ni_se ni_se_percatan se_percatan_por percatan_por_estar por_estar_en estar_en_el en_el_celular el_celular_cuenca
2019-08-20 03:44:02,sr. alcalde si ud acude a una "invitación ciudadana" procure que en sus chats internos no se exija a los funcionarios/as a que asistan. si cuenta con un 54% de aceptación como dicen los sondeos no creo que exista la necesidad de hacerlo,Mr Mayor if you go to a citizen invitation ensure that in your internal chats the officials are not required to attend if you have a 54 acceptance as the polls say I do not think there is a need to do so,neutral,0.0,Cuenca Ecuador,sr_alcalde alcalde_si si_ud ud_acude acude_a a_una una_invitacin invitacin_ciudadana ciudadana_procure procure_que que_en en_sus sus_chats chats_internos internos_no no_se se_exija exija_a a_los los_funcionariosas funcionariosas_a a_que que_asistan asistan_si si_cuenta cuenta_con con_un un_54 54_de de_aceptacin aceptacin_como como_dicen dicen_los los_sondeos sondeos_no no_creo creo_que que_exista exista_la la_necesidad necesidad_de de_hacerlo,sr_alcalde_si alcalde_si_ud si_ud_acude ud_acude_a acude_a_una a_una_invitacin una_invitacin_ciudadana invitacin_ciudadana_procure ciudadana_procure_que procure_que_en que_en_sus en_sus_chats sus_chats_internos chats_internos_no internos_no_se no_se_exija se_exija_a exija_a_los a_los_funcionariosas los_funcionariosas_a funcionariosas_a_que a_que_asistan que_asistan_si asistan_si_cuenta si_cuenta_con cuenta_con_un con_un_54 un_54_de 54_de_aceptacin de_aceptacin_como aceptacin_como_dicen como_dicen_los dicen_los_sondeos los_sondeos_no sondeos_no_creo no_creo_que creo_que_exista que_exista_la exista_la_necesidad la_necesidad_de necesidad_de_hacerlo
2019-08-20 03:43:38,mala la gestión de este rico hombre de la alta sociedad. que no tiene fundamento alguno para sacarlas prioridades de nuestra querida ciudad.,bad management of this rich man of high society who has no basis to take priorities from our beloved city,positivo,0.13375000000000004,Cuenca Ecuador,mala_la la_gestin gestin_de de_este este_rico rico_hombre hombre_de de_la la_alta alta_sociedad sociedad_que que_no no_tiene tiene_fundamento fundamento_alguno alguno_para para_sacarlas sacarlas_prioridades prioridades_de de_nuestra nuestra_querida querida_ciudad,mala_la_gestin la_gestin_de gestin_de_este de_este_rico este_rico_hombre rico_hombre_de hombre_de_la de_la_alta la_alta_sociedad alta_sociedad_que sociedad_que_no que_no_tiene no_tiene_fundamento tiene_fundamento_alguno fundamento_alguno_para alguno_para_sacarlas para_sacarlas_prioridades sacarlas_prioridades_de prioridades_de_nuestra de_nuestra_querida nuestra_querida_ciudad
2019-08-20 03:41:04,buenas noches pues parece que usted no vió las estadísticas de que pedro palacios no llego ni al 30 % de los votos. pues su ignorancia me solprende al decir que los cuencanos votamos por un sr. conocido por la alta sociedad y desconocido por los de la clase media y pobres.,good night because it seems that you did not see the statistics that pedro palaces did not reach 30 of the votes because his ignorance surprises me by saying that the Cuencans voted for a sr known by high society and unknown to those of the middle class and poor,positivo,0.072,Cuenca Ecuador,buenas_noches noches_pues pues_parece parece_que que_usted usted_no no_vi vi_las las_estadsticas estadsticas_de de_que que_pedro pedro_palacios palacios_no no_llego llego_ni ni_al al_30 30_de de_los los_votos votos_pues pues_su su_ignorancia ignorancia_me me_solprende solprende_al al_decir decir_que que_los los_cuencanos cuencanos_votamos votamos_por por_un un_sr sr_conocido conocido_por por_la la_alta alta_sociedad sociedad_y y_desconocido desconocido_por por_los los_de de_la la_clase clase_media media_y y_pobres,buenas_noches_pues noches_pues_parece pues_parece_que parece_que_usted que_usted_no usted_no_vi no_vi_las vi_las_estadsticas las_estadsticas_de estadsticas_de_que de_que_pedro que_pedro_palacios pedro_palacios_no palacios_no_llego no_llego_ni llego_ni_al ni_al_30 al_30_de 30_de_los de_los_votos los_votos_pues votos_pues_su pues_su_ignorancia su_ignorancia_me ignorancia_me_solprende me_solprende_al solprende_al_decir al_decir_que decir_que_los que_los_cuencanos los_cuencanos_votamos cuencanos_votamos_por votamos_por_un por_un_sr un_sr_conocido sr_conocido_por conocido_por_la por_la_alta la_alta_sociedad alta_sociedad_y sociedad_y_desconocido y_desconocido_por desconocido_por_los por_los_de los_de_la de_la_clase la_clase_media clase_media_y media_y_pobres
2019-08-20 03:38:39,si el alcalde quería mostrar fuerza política con esta marcha... lamentablemente se observó más débil que nunca. no puede decir que hará una política diferente utilizando las mismas armas del pasado armas que tanto ha criticado. 97sobre100,If the mayor wanted to show political strength with this march he was unfortunately more weaker than he can never say that he would do a different policy using the same weapons of the past weapons that he has criticized so much,positivo,0.075,Cuenca Ecuador,si_el el_alcalde alcalde_quera quera_mostrar mostrar_fuerza fuerza_poltica poltica_con con_esta esta_marcha marcha_lamentablemente lamentablemente_se se_observ observ_ms ms_dbil dbil_que que_nunca nunca_no no_puede puede_decir decir_que que_har har_una una_poltica poltica_diferente diferente_utilizando utilizando_las las_mismas mismas_armas armas_del del_pasado pasado_armas armas_que que_tanto tanto_ha ha_criticado criticado_97sobre100,si_el_alcalde el_alcalde_quera alcalde_quera_mostrar quera_mostrar_fuerza mostrar_fuerza_poltica fuerza_poltica_con poltica_con_esta con_esta_marcha esta_marcha_lamentablemente marcha_lamentablemente_se lamentablemente_se_observ se_observ_ms observ_ms_dbil ms_dbil_que dbil_que_nunca que_nunca_no nunca_no_puede no_puede_decir puede_decir_que decir_que_har que_har_una har_una_poltica una_poltica_diferente poltica_diferente_utilizando diferente_utilizando_las utilizando_las_mismas las_mismas_armas mismas_armas_del armas_del_pasado del_pasado_armas pasado_armas_que armas_que_tanto que_tanto_ha tanto_ha_criticado ha_criticado_97sobre100
2019-08-20 03:30:47,gracias x la info👍🏻👍🏻👍🏻,thanks for the info,positivo,0.2,,gracias_x x_la la_info,gracias_x_la x_la_info
2019-08-20 03:18:33,hermoso¡ con el apoyo de y,beautiful with the support of and,positivo,0.85,Cuenca Ecuador,hermoso_con con_el el_apoyo apoyo_de de_y,hermoso_con_el con_el_apoyo el_apoyo_de apoyo_de_y
2019-08-20 03:12:53,éxitos ing siga con esa ruta de trabajo las cosas se iran dando de buena manera mi abrazo fraterno para ud,successes ing continue with that route of work things will be giving in a good way my fraternal hug for you,positivo,0.7,CuencaEcuador,xitos_ing ing_siga siga_con con_esa esa_ruta ruta_de de_trabajo trabajo_las las_cosas cosas_se se_iran iran_dando dando_de de_buena buena_manera manera_mi mi_abrazo abrazo_fraterno fraterno_para para_ud,xitos_ing_siga ing_siga_con siga_con_esa con_esa_ruta esa_ruta_de ruta_de_trabajo de_trabajo_las trabajo_las_cosas las_cosas_se cosas_se_iran se_iran_dando iran_dando_de dando_de_buena de_buena_manera buena_manera_mi manera_mi_abrazo mi_abrazo_fraterno abrazo_fraterno_para fraterno_para_ud
2019-08-20 03:09:06,100 días. y se ven cambios importantes. la transparencia en la gestión es uno de los valores que hay que destacar. 97sobre100,100 days and you see important changes transparency in management is one of the values that must be highlighted 97 over 100,positivo,0.4,,100_das das_y y_se se_ven ven_cambios cambios_importantes importantes_la la_transparencia transparencia_en en_la la_gestin gestin_es es_uno uno_de de_los los_valores valores_que que_hay hay_que que_destacar destacar_97sobre100,100_das_y das_y_se y_se_ven se_ven_cambios ven_cambios_importantes cambios_importantes_la importantes_la_transparencia la_transparencia_en transparencia_en_la en_la_gestin la_gestin_es gestin_es_uno es_uno_de uno_de_los de_los_valores los_valores_que valores_que_hay que_hay_que hay_que_destacar que_destacar_97sobre100
2019-08-20 03:08:25,la gestión de se mide por resultados la administración municipal de turno tienes obras que día a día se construye por una unida y por el bienestar de nuestras familias sigamos así,the management of is measured by results the municipal administration of the day you have works that gives da is built for a united and for the welfare of our families lets continue as,neutral,0.0,,la_gestin gestin_de de_se se_mide mide_por por_resultados resultados_la la_administracin administracin_municipal municipal_de de_turno turno_tienes tienes_obras obras_que que_da da_a a_da da_se se_construye construye_por por_una una_unida unida_y y_por por_el el_bienestar bienestar_de de_nuestras nuestras_familias familias_sigamos sigamos_as,la_gestin_de gestin_de_se de_se_mide se_mide_por mide_por_resultados por_resultados_la resultados_la_administracin la_administracin_municipal administracin_municipal_de municipal_de_turno de_turno_tienes turno_tienes_obras tienes_obras_que obras_que_da que_da_a da_a_da a_da_se da_se_construye se_construye_por construye_por_una por_una_unida una_unida_y unida_y_por y_por_el por_el_bienestar el_bienestar_de bienestar_de_nuestras de_nuestras_familias nuestras_familias_sigamos familias_sigamos_as
2019-08-20 03:08:01,que belleza. gracias antonio por compartir,what beauty thanks antonio for sharing,positivo,0.2,Ecuador,que_belleza belleza_gracias gracias_antonio antonio_por por_compartir,que_belleza_gracias belleza_gracias_antonio gracias_antonio_por antonio_por_compartir
2019-08-20 03:06:06,operativo de control | con tu familia o amigos puedes disfrutar con calma de tus encuentros deportivos favoritos en el mundialito de los pobres ⚽️ nuestro contingente precautela por tu bienestar de manera coordinada y articulada.,Operational control with your family or friends you can calmly enjoy your favorite sporting meetings in the world of the poor our contingent precaution for your wellbeing in a coordinated and articulated way,positivo,0.1,Cuenca Ecuador,operativo_de de_control control_con con_tu tu_familia familia_o o_amigos amigos_puedes puedes_disfrutar disfrutar_con con_calma calma_de de_tus tus_encuentros encuentros_deportivos deportivos_favoritos favoritos_en en_el el_mundialito mundialito_de de_los los_pobres pobres_nuestro nuestro_contingente contingente_precautela precautela_por por_tu tu_bienestar bienestar_de de_manera manera_coordinada coordinada_y y_articulada,operativo_de_control de_control_con control_con_tu con_tu_familia tu_familia_o familia_o_amigos o_amigos_puedes amigos_puedes_disfrutar puedes_disfrutar_con disfrutar_con_calma con_calma_de calma_de_tus de_tus_encuentros tus_encuentros_deportivos encuentros_deportivos_favoritos deportivos_favoritos_en favoritos_en_el en_el_mundialito el_mundialito_de mundialito_de_los de_los_pobres los_pobres_nuestro pobres_nuestro_contingente nuestro_contingente_precautela contingente_precautela_por precautela_por_tu por_tu_bienestar tu_bienestar_de bienestar_de_manera de_manera_coordinada manera_coordinada_y coordinada_y_articulada
2019-08-20 03:02:01,ojalá los milenials y centenials tengan la oportunidad de disfrutar de un espectáculo como este,hopefully millennials and centenials have the opportunity to enjoy a show like this,positivo,0.4,Cuenca Ecuador,ojal_los los_milenials milenials_y y_centenials centenials_tengan tengan_la la_oportunidad oportunidad_de de_disfrutar disfrutar_de de_un un_espectculo espectculo_como como_este,ojal_los_milenials los_milenials_y milenials_y_centenials y_centenials_tengan centenials_tengan_la tengan_la_oportunidad la_oportunidad_de oportunidad_de_disfrutar de_disfrutar_de disfrutar_de_un de_un_espectculo un_espectculo_como espectculo_como_este
2019-08-20 02:58:12,excelente gestión sr. alcalde eso demuestra la calidad de su gestión en su primeros 100 días queda aún muchos retos por cumplir. cuenta con mi apoyo y respaldo en su gestión,excellent management mr mayor that demonstrates the quality of his management in his first 100 days there are still many challenges to meet he has my support and support in his management,positivo,0.5833333333333334,QuitoEcuador,excelente_gestin gestin_sr sr_alcalde alcalde_eso eso_demuestra demuestra_la la_calidad calidad_de de_su su_gestin gestin_en en_su su_primeros primeros_100 100_das das_queda queda_an an_muchos muchos_retos retos_por por_cumplir cumplir_cuenta cuenta_con con_mi mi_apoyo apoyo_y y_respaldo respaldo_en en_su su_gestin,excelente_gestin_sr gestin_sr_alcalde sr_alcalde_eso alcalde_eso_demuestra eso_demuestra_la demuestra_la_calidad la_calidad_de calidad_de_su de_su_gestin su_gestin_en gestin_en_su en_su_primeros su_primeros_100 primeros_100_das 100_das_queda das_queda_an queda_an_muchos an_muchos_retos muchos_retos_por retos_por_cumplir por_cumplir_cuenta cumplir_cuenta_con cuenta_con_mi con_mi_apoyo mi_apoyo_y apoyo_y_respaldo y_respaldo_en respaldo_en_su en_su_gestin
2019-08-20 02:54:44,cuenca: culmina el segundo encuentro de la noche en este mundialitodelospobres🏆con el siguiente resultado. ⚽️ cdla. une 3🥅 ⚽️ cdla. álvarez 0🥅 elequipoganador,basin culminates the second meeting of the night in this world cup of the poor with the following result cdla une 3 cdla lvarez 0 elequipoganador,negativo,-0.13333333333333333,Cuenca Ecuador,cuenca_culmina culmina_el el_segundo segundo_encuentro encuentro_de de_la la_noche noche_en en_este este_mundialitodelospobrescon mundialitodelospobrescon_el el_siguiente siguiente_resultado resultado_cdla cdla_une une_3 3_cdla cdla_lvarez lvarez_0 0_elequipoganador,cuenca_culmina_el culmina_el_segundo el_segundo_encuentro segundo_encuentro_de encuentro_de_la de_la_noche la_noche_en noche_en_este en_este_mundialitodelospobrescon este_mundialitodelospobrescon_el mundialitodelospobrescon_el_siguiente el_siguiente_resultado siguiente_resultado_cdla resultado_cdla_une cdla_une_3 une_3_cdla 3_cdla_lvarez cdla_lvarez_0 lvarez_0_elequipoganador
2019-08-20 02:49:53,sr alcalde esto es un acto politiquero casi populista respeto lo k usted dice. su administración d 100 días deja k desear ha caído en las viejas mañas. esas propuestas outsider se kedaron en la campaña. su rol como alcalde debe ser otro.,mr mayor this is an almost populist political act respect what you say your administration d 100 days let k wish has fallen in the old mornings those proposals outsider were left in the campaign your role as mayor must be another,positivo,0.03333333333333333,Cuenca Ecuador,sr_alcalde alcalde_esto esto_es es_un un_acto acto_politiquero politiquero_casi casi_populista populista_respeto respeto_lo lo_k k_usted usted_dice dice_su su_administracin administracin_d d_100 100_das das_deja deja_k k_desear desear_ha ha_cado cado_en en_las las_viejas viejas_maas maas_esas esas_propuestas propuestas_outsider outsider_se se_kedaron kedaron_en en_la la_campaa campaa_su su_rol rol_como como_alcalde alcalde_debe debe_ser ser_otro,sr_alcalde_esto alcalde_esto_es esto_es_un es_un_acto un_acto_politiquero acto_politiquero_casi politiquero_casi_populista casi_populista_respeto populista_respeto_lo respeto_lo_k lo_k_usted k_usted_dice usted_dice_su dice_su_administracin su_administracin_d administracin_d_100 d_100_das 100_das_deja das_deja_k deja_k_desear k_desear_ha desear_ha_cado ha_cado_en cado_en_las en_las_viejas las_viejas_maas viejas_maas_esas maas_esas_propuestas esas_propuestas_outsider propuestas_outsider_se outsider_se_kedaron se_kedaron_en kedaron_en_la en_la_campaa la_campaa_su campaa_su_rol su_rol_como rol_como_alcalde como_alcalde_debe alcalde_debe_ser debe_ser_otro
